dependency_name,packages_declaring,used,dependabot_bumps_24m,removal_candidate,removal_summary,overlap_group,consolidation_note,replacement_effort,how_to_remove,replacement_dependency,replacement_reason
@types/proper-lockfile,app,yes,0,no,"Keep – stable, hard to remove",,,small,"Not a removal candidate while proper-lockfile is in use. If proper-lockfile is replaced (e.g. with a package that bundles types), remove @types/proper-lockfile from app devDependencies simultaneously.",none,"proper-lockfile is actively used in the app package build service and does not bundle its own types. The @types package had 0 releases in the last 24 months (stable/complete), but must be retained."
@types/react,app; cli-kit; ui-extensions-dev-console; ui-extensions-server-kit; ui-extensions-test-utils,yes,2,no,"Keep – active upstream, hard to remove",,,large,Not removable while React is used. React does not bundle its own types (confirmed: react@19.2.4 package.json has no types field and no .d.ts files). @types/react must be retained in all five packages.,none,"React is the core UI framework used monorepo-wide. Neither react@18 nor react@19 bundles type declarations, so @types/react is essential across all five packages."
@types/react-dom,app; ui-extensions-dev-console; ui-extensions-test-utils,yes,6,no,"Keep – high churn, hard to remove",,,large,Not removable while react-dom is used. react-dom does not bundle its own types. @types/react-dom must be retained in all three packages.,none,react-dom is used for DOM rendering and server-side rendering in app and ui-extensions-dev-console. It does not bundle type declarations.
@types/semver,cli-kit,yes,27,no,"Keep – high churn, hard to remove",,,small,"Not a removal candidate while semver is in use. Alternatively, note that semver v7.x could be replaced with native Node.js 22+ semver support, but that would require a minimum Node version bump.",none,semver is used for version comparison in cli-kit and does not bundle its own types. @types/semver must be retained.
@types/which,app; cli-kit,yes,0,no,"Keep – stable, hard to remove",,,small,"Not a removal candidate while which is in use. If which is replaced with a typed alternative, remove @types/which from both app and cli-kit devDependencies.",none,which is actively used across app and cli-kit and does not bundle its own types. @types/which must be retained in both packages.
@types/ws,app,yes,40,no,"Keep – high churn, hard to remove",,,medium,"Not a removal candidate while ws is in use. If ws is replaced with a WebSockets package that bundles types (e.g. uWebSockets.js, or the native WebSocket available in Node.js >= 22), @types/ws can be removed from app devDependencies.",none,ws is actively used for WebSocket server functionality in the app package's extension dev server and does not bundle its own types.
@vitejs/plugin-react,ui-extensions-dev-console; ui-extensions-server-kit,yes,0,no,"Keep – stable, hard to remove",,,small,"If removal is desired: replace with @vitejs/plugin-react-swc (uses SWC instead of Babel for faster transforms) as a drop-in replacement — change the import and package.json dep in both vite.config.mts files. Alternatively, if the React dependency for these packages is being removed entirely, the plugin can be dropped and the plugins array updated. Effort is 'small' because it is a 2-file change if swapping to SWC, or requires broader React removal work if eliminating React altogether.",@vitejs/plugin-react-swc,"The package is actively imported and used in both vite configs for React JSX transformation. It cannot be removed without also removing React from these packages. If a speed improvement is desired, @vitejs/plugin-react-swc is a drop-in replacement using SWC instead of Babel, but it would be an upgrade not a removal."
@vitest/coverage-istanbul,app; cli-kit; cli; create-app; plugin-cloudflare; plugin-did-you-mean; theme,yes,34,no,"Keep – high churn, hard to remove",,,small,"To switch to the alternative v8 provider: 1. Change `provider: 'istanbul'` to `provider: 'v8'` in configurations/vite.config.ts. 2. Replace '@vitest/coverage-istanbul' with '@vitest/coverage-v8' in package.json and all seven package.json files. 3. Note that istanbul and v8 have different coverage semantics (v8 uses native V8 engine coverage, istanbul instruments source). If removal without replacement is desired, remove the entire coverage config block from vite.config.ts and remove the devDependencies — but that eliminates code coverage reporting.",@vitest/coverage-v8,"Actively required by the shared vitest/vite config for all test coverage runs. Cannot be removed without either switching providers (to @vitest/coverage-v8, which is a small migration) or disabling coverage entirely. The effort is 'small' for a provider swap, but the package itself is essential to the current setup."
@vitest/eslint-plugin,eslint-plugin-cli,yes,0,no,"Keep – stable, hard to remove",,,small,"If removal is desired: 1. Remove `const vitestPlugin = require('@vitest/eslint-plugin')` from config.js. 2. Remove the `vitest: vitestPlugin` entry from the plugins object. 3. Remove the four 'vitest/*' rules from baseRules in config.js. 4. Remove '@vitest/eslint-plugin' from package.json dependencies in eslint-plugin-cli. The four rules being removed would reduce test-file quality enforcement (consistent test naming, nesting limits, no skipped tests). Alternatively, replicate equivalent rules manually using custom rules in eslint-plugin-cli. Effort is 'small' — only config.js needs editing.",none,"Actively required and used to enforce vitest-specific linting rules across the entire monorepo. The rules it provides (consistent-test-it, max-nested-describe, no-disabled-tests, prefer-expect-resolves) are actively enforced as errors and represent intentional quality gates. Removing it would degrade test discipline enforcement with no equivalent replacement available."
ajv,cli-kit,yes,26,no,"Keep – high churn, hard to remove",validation,consolidate into zod – single file (json-schema.ts); medium effort,medium,"Replace with a Node.js-native alternative such as @cfworker/json-schema or switch entirely to zod schemas (already used elsewhere in cli-kit). The json-schema.ts module is ~290 lines of custom error-normalisation logic tightly coupled to Ajv's ErrorObject shape (instancePath, schemaPath, params, parentSchema, data). Rewriting this logic against a different validator's error format, or migrating all callers to zod, would require medium effort. The union-error scoring algorithm (simplifyUnionErrors) relies on creating nested Ajv validator instances dynamically, so it would need a full rewrite.",zod,"zod is already the primary validation library across cli-kit and provides equivalent schema validation with native TypeScript types. Migrating JSON Schema validation callers to zod would eliminate ajv entirely, but is a medium-effort refactor."
archiver,cli-kit,yes,0,no,"Keep – stable, hard to remove",,,medium,"Node.js has no built-in ZIP writer. Options: (a) replace with the 'jszip' or 'adm-zip' package for ZIP creation; (b) use Node.js built-in 'zlib' + 'tar' (node-tar) for the tar/brotli path. Both functions use archiver's streaming model and custom per-file append logic to handle race conditions (files read into Buffers before finalize). Rewriting against a different streaming API requires medium effort, particularly preserving the directory-entry ordering and the race-condition guard.",jszip,"jszip is a widely-used, actively-maintained ZIP library that can replace archiver for the ZIP path. The tar path could use Node's built-in zlib with node-tar, but the combined rewrite is medium complexity."
bottleneck,cli-kit,yes,0,no,"Keep – stable, hard to remove",,,medium,"No Node.js built-in provides minTime + maxConcurrent rate limiting. Alternatives: (a) write a custom rate limiter using a token-bucket/semaphore pattern (~50-100 lines); (b) use 'p-throttle' + 'p-limit' (two small packages) to replicate minTime and maxConcurrent independently. With five call sites, each needing both concurrency limiting and minimum interval enforcement, this is medium effort. The existing Bottleneck configuration is simple (only two options used), which lowers the risk of a custom implementation.",p-throttle,"p-throttle (interval-based throttle) combined with p-limit (concurrency limiter) would replicate Bottleneck's minTime + maxConcurrent semantics, but the replacement is a medium-effort refactor across five modules and is lower priority than other removals."
chalk,cli-kit,yes,3,no,"Keep – active upstream, hard to remove",terminal-colors,keep – core color API,large,"Would require replacing the entire `@shopify/cli-kit/node/colors` public API (re-exported across 20+ import sites in app, theme, and features), rewriting ANSI styling in three Ink UI components, and finding an alternative ForegroundColor type source. The most feasible path is migrating to `ansi-colors` (already used in packages/features) or `kleur`, but the breadth of the public surface makes this a multi-package breaking change.",none,"chalk is actively maintained (3 releases in the last 24 months), is the foundational colour API for the entire CLI output layer, and has 20+ import sites across multiple packages. Replacement effort is large."
change-case,cli-kit,yes,0,no,"Keep – stable, hard to remove",string-case,"keep – public cli-kit API, 6 functions",medium,"Replace all six change-case functions with inline implementations using regex-based transformations. Each individual transform is ~5–10 lines of regex logic; edge-case parity (Unicode, numbers, consecutive uppercase, etc.) requires careful testing. The wrappers are part of the public cli-kit API so no call-site changes are needed, but the underlying implementations must be thoroughly validated against the existing test suite.",none,"change-case is actively maintained (8 releases in the last 24 months). Although the six functions could theoretically be inlined, the effort is medium due to edge-case coverage requirements, and there is no compelling maintenance reason to remove a healthy dependency that provides a clean, well-tested API."
chokidar,app; theme,yes,56,no,"Keep – high churn, hard to remove",,,large,"Node.js 22 ships `fs.watch` with recursive support, but it lacks the maturity, cross-platform reliability, and glob/ignore API that chokidar provides (particularly on macOS FSEvents and Linux inotify). The three production watcher call sites each use chokidar-specific options (ignored glob patterns, persistent, ignoreInitial, the FSWatcher type). Migration to Node built-ins would require significant cross-platform testing and likely reimplementing parts of chokidar's stabilisation logic. An alternative would be migrating to `@parcel/watcher`, but that is an equally large refactor.",none,chokidar is used as the foundational file-watching engine for both `app dev` and `theme dev` workflows across two packages. It has 2 releases in the last 24 months and remains the de-facto standard for reliable cross-platform file watching in Node.js CLIs. Replacement effort is large and risk is high.
conf,cli-kit,yes,0,no,"Keep – stable, hard to remove",,,large,"Would need a drop-in replacement that provides atomic JSON persistence, per-project config directory resolution (XDG/AppData/Library), file locking, and schema migrations. None of this is available from Node built-ins. The LocalStorage abstraction already isolates callers, so the swap would touch only local-storage.ts and conf-store.ts, but the replacement library selection, testing across platforms, and handling the migration of existing on-disk files makes this a sizeable undertaking.",none,"conf is an actively maintained, purpose-built library providing exactly what Shopify CLI needs for persistent local config (atomic writes, platform-aware paths, typed schema). The effort to replace it with a custom or alternative solution is large and the risk of regressions on Windows/macOS/Linux is high."
esbuild,app; cli; create-app,yes,24,no,"Keep – high churn, hard to remove",,,large,"esbuild is the core bundler for extension compilation (UI extensions, JS functions) and the CLI's own build pipeline. Replacing it would require adopting an alternative bundler (e.g. Rollup, Vite, SWC) across all extension types, rewriting the incremental watch/rebuild context management in ESBuildContextManager, and updating the self-bundling scripts. The `esbuild` feature flag is structural to the extension specification system. This is a multi-week refactor touching dozens of files.",none,"esbuild is a core infrastructure dependency with deep integration across bundle, watch, and build pipelines. It is actively maintained with ~30 releases in the 24-month window and has no viable drop-in replacement. The replacement effort is large."
esbuild-plugin-copy,cli; create-app,yes,0,no,"Keep – stable, hard to remove",,,medium,"esbuild has a native 'copy' loader (already used for .node files) but it only handles file extensions, not glob-based asset copy with flexible source/destination mappings. Replacing esbuild-plugin-copy would require either: (a) writing a custom esbuild plugin (~50-80 lines) that uses fast-glob (already a dependency) to resolve and copy assets via Node fs.cp/fs.copyFile, or (b) moving all asset copying to a post-build shell/Node script. The cli bundle has 9 separate copy operations with complex glob patterns including nested dirs and wasm files; create-app has 2. Effort is medium due to the number of distinct asset copy operations and need to preserve globbyOptions (e.g. dot: true).",none,Replacement would require a custom esbuild plugin or post-build script. The effort is medium and the dependency is actively maintained. Keeping it is lower risk than a custom implementation.
eslint-plugin-react,eslint-plugin-cli,yes,56,no,"Keep – high churn, hard to remove",eslint-react,keep – React/JSX linting,small,"Two options: (1) If the react/* lint rules in root eslint.config.js are dead/unintentional — remove the dependency from package.json and delete the react-rules block in eslint.config.js. (2) If the rules are intentional — they need to be made functional by registering the react plugin in config.js (requiring eslint-plugin-react and adding it to the plugins object), which means keeping the dependency but fixing the integration. Removal without fixing requires auditing whether the TSX components actually depend on any of those rules being enforced.",none,"The codebase has substantial React/TSX UI components in cli-kit. The react/* rules in eslint.config.js appear to be intentionally configured (even if currently broken due to missing plugin registration). Removing the dependency would require also removing all react/* rule references from eslint.config.js, which reduces linting coverage for TSX files. A better path is fixing the integration rather than removing the dependency."
eslint-plugin-react-hooks,eslint-plugin-cli,yes,37,no,"Keep – high churn, hard to remove",eslint-react,drop in React 19+ – hooks plugin ships bundled in react package itself,small,"Same two-path decision as eslint-plugin-react: (1) Remove if the react linting integration is considered unneeded — drop from package.json. (2) Keep and fix — register react-hooks plugin in config.js alongside the react plugin and enable rules-of-hooks / exhaustive-deps rules. Note: eslint-plugin-react-hooks v5+ is included in the React package itself (react package), so it may not need to be a standalone dependency in the future.",none,"The react-hooks rules (rules-of-hooks, exhaustive-deps) are important correctness checks for the React UI components in cli-kit. Though currently not wired up, the intent is clearly to have them active. Dropping the package would require abandoning hooks-correctness linting. Keep alongside eslint-plugin-react and fix the plugin registration."
eslint-plugin-tsdoc,eslint-plugin-cli,yes,29,no,"Keep – high churn, hard to remove",eslint-docs,consolidate into eslint-plugin-jsdoc – overlapping TSDoc syntax enforcement,medium,"Remove the require() call and plugin registration from config.js, remove the 'tsdoc/syntax': 'error' rule from baseRules, and remove the dependency from package.json. The functionality (TSDoc comment syntax enforcement) would need to be replaced by either: (a) switching to eslint-plugin-jsdoc's tag validation rules (jsdoc is already a dependency and already used for public API files), or (b) accepting that TSDoc syntax is no longer enforced. Option (a) would require some rule configuration work to replicate tsdoc/syntax coverage with jsdoc equivalents.",eslint-plugin-jsdoc,"The plugin is actively wired up and enforcing TSDoc syntax as an error across all TS files. Removing it would lower documentation quality. The replacement effort is medium because jsdoc plugin (already present) could cover similar ground but would require rule-by-rule configuration audit. The package has very low release velocity (only ~2 releases in 24 months) which is a maintainability concern, but the current version (0.4.0) is stable and the functionality is narrow enough that version drift is low risk."
execa,cli-kit; eslint-plugin-cli; e2e,yes,1,no,"Keep – active upstream, hard to remove",,,large,"Replace execa with Node.js built-in child_process (spawn/spawnSync/execSync via util.promisify). The system.ts abstraction already wraps execa so the public API surface would stay the same, but the internal rewrite must replicate: stream piping, signal/abort handling, detached/background processes, reject:false semantics, ExecaChildProcess typing, and cross-platform windowsHide. The execaCommand() call in system.ts requires its own command-string-to-args parser (partially present). Approximately 300–400 lines across 6 files would need careful rewriting plus full test coverage review. In e2e the direct execa() calls could be replaced with child_process.spawn wrappers straightforwardly, but the cli-kit core is the blocker.",none,"Node.js built-in child_process could replace execa, but the migration effort is large due to deep integration into the process-execution layer. The convenience features execa provides (structured result, abort integration, stream piping, cross-platform handling) would all need manual reimplementation. Not worth removing without a broader refactor initiative."
fast-glob,cli-kit,yes,55,no,"Keep – high churn, hard to remove",glob-matching,keep – core file discovery (147+ sites),medium,"Node.js 22+ provides fs.glob() / fs.globSync() as a built-in (but it lacks many options fast-glob supports, such as 'dot', 'ignore', 'absolute', 'stats'). Alternatively, the glob package (isaacs/node-glob) is a well-maintained drop-in that covers the same patterns. The fs.ts wrapper already abstracts the API, so the replacement would be internal to that file and the build scripts. Medium effort because the option-mapping between fast-glob's API and any replacement must be validated across many call sites.",glob,fast-glob is the backbone of the public glob() API consumed by ~147 files. Replacing it requires validating option compatibility across all call sites. The dependency has been stable and is unlikely to cause issues. Consider replacing with the npm 'glob' package (which wraps Node's built-in) only as part of a deliberate modernisation effort.
fs-extra,cli-kit; features,yes,0,no,"Keep – stable, hard to remove",,,medium,"For cli-kit: replace `copy` with `fs/promises.cp` (Node 16.7+), `ensureFile`/`ensureFileSync` with mkdir+writeFile sequences, `remove`/`removeSync` with `fs/promises.rm({recursive:true,force:true})` / `fs.rmSync`, and `move` with `fs/promises.rename` (with a cross-device fallback using cp+rm). For features: replace `pathExistsSync` with `fs.existsSync`, `ensureFile` with a mkdir+writeFile pattern. Changes touch ~6 source files and require careful cross-device/cross-platform handling for `move`. The @ts-ignore suppression on the esm import is a signal the current integration is already fragile.",none,"The effort is medium because several fs-extra convenience functions (`ensureFile`, `move` with cross-device support, `remove` with recursive force) require non-trivial Node built-in sequences, and the codebase has already had to use `// @ts-ignore` to work around the ESM subpath export. The work is feasible but spans multiple files with correctness risk on Windows edge cases."
global-agent,cli,yes,0,no,"Keep – stable, hard to remove",,,medium,"The global-agent package is unmaintained (last release was v3.0.0 in 2021). A drop-in replacement is `undici`'s `ProxyAgent` or the `hpagent` package, but neither provides the same one-call global monkey-patching. An alternative is `global-tunnel-ng` or `proxy-from-env` + a custom bootstrap. Because the project uses `node-fetch` (which does not use the native http.globalAgent path that global-agent patches), any replacement must also patch node-fetch's default agent. This makes the migration medium effort: the bootstrap logic in index.ts is a single call but the replacement requires understanding how node-fetch agent resolution works and testing proxy scenarios.",none,"The feature (transparent HTTP proxy via env vars) is genuinely needed for enterprise/corporate network users. While global-agent is stale, replacing it requires a medium-effort, correctness-sensitive change to the HTTP bootstrap. This warrants a dedicated investigation rather than a simple removal."
globals,eslint-plugin-cli,yes,0,no,"Keep – stable, hard to remove",,,trivial,"The `globals` package is the standard peer dependency of `eslint` flat config and is already re-exported via several ESLint plugins the project uses (`@typescript-eslint/eslint-plugin`, `eslint`). It is extremely lightweight and actively maintained. If removal were desired, the `globals.node` and `globals.es2021` objects could be inlined as plain key-value objects listing the global names, but this would require manual maintenance. In practice this dependency should be kept — it is a zero-risk, purpose-built utility with no meaningful overhead.",none,"globals is the canonical ESLint ecosystem package for this purpose, is actively maintained, has no transitive dependencies, and is essentially zero-cost. There is no reason to remove or replace it."
graphql,cli-kit,yes,11,no,"Keep – high churn, hard to remove",http-client,keep – peer dep of graphql-request; also used for AST parsing,medium,"Removing 'graphql' is not straightforward because: (1) graphql-request's resolveRequestDocument and TypedDocumentNode integration rely on it at runtime; (2) the two call sites using parse() perform non-trivial AST-level validation (counting OperationDefinition nodes, reading the 'operation' field). Replacing parse() would require either a lightweight GraphQL parser or hand-rolled regex/heuristic validation. Additionally dropping graphql-request (which bundles graphql as a peer dep) would be required for full removal.",none,"graphql is a mandatory peer dependency of graphql-request and is directly used for AST parsing and validation in the execute-operation feature. It cannot be removed independently of graphql-request, and has had 3 releases in the last 24 months (16.9.0, 16.10.0, 16.10.0-alpha releases in 2024-2025), indicating an actively maintained project."
graphql-request,app; cli-kit,yes,0,no,"Keep – stable, hard to remove",http-client,keep – GraphQL transport layer,large,graphql-request is deeply embedded in the entire GraphQL transport layer. Replacing it would require: rewriting the central graphqlRequest/graphqlRequestDoc functions in cli-kit to use fetch() directly; replacing the gql tag in ~20 query files (either with template literals or a different tagged-template from the 'graphql' package itself); replacing the ClientError type/instanceof checks in ~8 files with a custom error class; replacing the Variables type in ~10 files. This is a large coordinated refactor touching the core networking layer.,none,"graphql-request is the foundational HTTP client for all GraphQL API communication in the CLI. It provides typed request/response handling, error classification (ClientError), and document resolution. Replacement would require significant effort across both cli-kit and app packages. The package has ~5 releases in the 24-month window, showing active maintenance."
h3,app; theme,yes,59,no,"Keep – high churn, hard to remove",,,large,"h3 is used as the primary HTTP routing/middleware framework for both the extension dev server and the theme development server. Replacing it would require migrating to either Node's raw http.createServer with manual routing, or switching to another framework (e.g. express, fastify, or Hono). The theme package alone uses 15+ distinct h3 exports across 8 source files. Additionally, the two packages use incompatible major versions (0.7.x vs 1.13.x), complicating any coordinated change.",none,h3 is the core HTTP framework for both the extension dev server and the theme dev server. It is deeply integrated with ~30+ import sites across the two packages. With ~30 releases in 24 months it is actively maintained by the unjs ecosystem. Replacement effort is large.
ignore,app; cli-kit,yes,0,no,"Keep – stable, hard to remove",glob-matching,keep – gitignore semantics; different purpose from fast-glob,medium,"The `ignore` package faithfully replicates gitignore rule matching (negation, trailing slashes, double-star globs, allowRelativePaths). Node.js has no built-in equivalent. Replacing it would require either calling `git check-ignore` via child_process (feasible but adds process-spawn overhead on every watch event in file-watcher.ts) or vendoring/reimplementing the gitignore spec. The file-watcher usage is the hardest because it maintains stateful per-extension Ignore instances called on every file-system event. Effort is medium.",none,No Node.js built-in implements gitignore pattern matching. The `git check-ignore` subprocess alternative is available but would require refactoring the hot-path file-watcher; it is not a drop-in swap. The package itself is at a stable version (6.0.2) with near-zero maintenance burden.
ink,cli-kit,yes,0,no,"Keep – stable, hard to remove",,,large,"Would require replacing the entire React-based terminal rendering layer with a different approach (e.g. raw ANSI escape sequences, a different TUI library such as blessed/neo-blessed, or prompts/enquirer for prompt-only needs). The codebase has 43 files with ink imports, ~20 React components, 4 custom hooks, a dedicated testing harness, and a public re-export API. This is a multi-week rewrite with significant regression risk.",none,"ink is the foundational dependency for all interactive terminal UI in cli-kit. There is no viable drop-in replacement and the cost of rewriting all components is large. The dependency is actively maintained (version 6.2.0, released 2024)."
json-schema-to-typescript,app,yes,0,no,"Keep – stable, hard to remove",,,medium,"The `compile` function performs full JSON Schema -> TypeScript type conversion including $ref resolution, allOf/anyOf/oneOf composition, and nested object handling. Replacing it would require either: (a) writing a bespoke recursive JSON-Schema-to-TS emitter covering the subset of schemas actually used by tools.json (medium effort, risk of regressions for edge-case schemas), or (b) switching to an alternative such as `json-schema-to-ts` (type-level only, no runtime compile), `quicktype-core`, or `@sinclair/typebox`. None is a drop-in replacement for the runtime `compile(schema, name)` API. An audit of real tools.json schemas in the wild would be needed before committing to any alternative.",none,The functionality (runtime JSON Schema -> TypeScript type string generation) is non-trivial to inline. The dependency is actively needed for a developer-facing feature (tools type generation for UI extensions) and no lightweight built-in alternative exists.
liquidjs,cli-kit,yes,57,no,"Keep – high churn, hard to remove",config-parsers,keep – Shopify Liquid engine,large,"Would require replacing the Liquid template engine entirely across 35 call sites in app, theme, cli, and cli-kit packages. The theme package in particular depends on full Liquid semantics (filters, tags, includes) matching Shopify's storefront Liquid. No Node.js built-in templating engine can substitute; alternatives like Nunjucks or Handlebars use incompatible syntax. This is not a feasible replacement without significant rework of all template files and the theme developer workflow.",none,liquidjs is deeply embedded across 35 files in multiple packages and is the correct implementation of Shopify's Liquid template language. It is essential for the theme development workflow and the scaffold/init template system. There is no viable drop-in replacement.
lodash,cli-kit,yes,2,no,"Keep – active upstream, hard to remove",object-utils,keep – entrenched in public APIs,medium,"Replace each lodash function with a native equivalent or a small focused package: isEqual -> fast-deep-equal or structured clone + JSON comparison; cloneDeep -> structuredClone (Node 17+); debounce/throttle -> can be inlined (~20 lines each) or replaced with p-debounce; memoize -> simple Map-based wrapper; groupBy/partition/uniqBy/difference -> native Array reduce/filter/Set operations. The lodash TypeScript types (Dictionary, List, DebouncedFunc, etc.) used in public function signatures are the highest-friction part as they appear in exported APIs and would require defining local equivalents or adjusting caller signatures. Estimate 15-20 files to touch across cli-kit.",none,"The usage spans 7 source files including exported public APIs that use lodash types in their signatures (e.g. Dictionary<T>, List<T>, DebouncedFunc<T>). Replacing all call sites plus the type surface is a medium-sized refactor with non-trivial risk of breaking callers in other packages. Lodash 4.x is stable and unmaintained but has no known security issues; deferring removal until the team can allocate a focused cleanup sprint is lower risk than a rushed replacement."
msw,cli-kit,yes,0,no,"Keep – stable, hard to remove",,,medium,"msw is the de-facto standard for mocking HTTP in Node.js test suites and has no direct equivalent with the same ergonomics. Replacing it would require rewriting the two test files to use lower-level approaches: either (a) vi.mock() on the fetch/http module with manual response stubs, or (b) a lightweight HTTP server (e.g. using Node's built-in `http.createServer`) as the mock backend. The graphql.test.ts file is particularly complex with typed GraphQL handler setup. Effort is 'medium' because the tests themselves are sophisticated and rely on msw's request interception model.",none,"msw is test-only (devDependency) so it has zero impact on production bundle size or security surface. It is actively maintained (v2.x saw frequent releases in 2024-2025), widely adopted in the JavaScript ecosystem, and provides the cleanest API for HTTP mock testing in Node.js. There is no compelling reason to replace it; the effort would outweigh any benefit."
node-fetch,cli-kit,yes,0,no,"Keep – stable, hard to remove",http-client,keep (migrate to Node 18+ built-in fetch – medium),medium,"Node >=18 ships a global `fetch` that is spec-compliant (WHATWG Fetch). Migrating requires: (1) replacing `nodeFetch(url, opts)` calls in http.ts with `globalThis.fetch(url, opts)`; (2) replacing node-fetch types (`RequestInfo`, `RequestInit`, `Response`, `Request`, `FetchError`) with the built-in globals or re-exporting them from a thin shim; (3) updating `downloadFile` since the built-in Response body is a Web ReadableStream, not a Node.js Readable — piping to a file write stream needs `node:stream` adaptation (e.g. `Readable.fromWeb(res.body).pipe(file)`); (4) verifying the HTTPS agent injection pattern works with undici (the underlying engine); (5) updating the 6 direct node-fetch import sites in tests and session code. This is straightforward but touches core networking infrastructure and requires careful testing.",none,"Replacement with Node built-in fetch is feasible (Node >=20 is already required) but rated medium effort due to the streaming body API difference in downloadFile, the need to retype the public API surface, and the risk surface of core HTTP infrastructure. Not a quick win — recommend a dedicated migration task rather than treating it as a simple removal."
node-pty,e2e,yes,0,no,"Keep – stable, hard to remove",,,large,There is no Node built-in that allocates a pseudo-terminal. Alternatives are: (a) @lydell/node-pty (maintained fork); (b) xterm-headless + child_process; (c) redesign interactive e2e tests to avoid PTY by using --no-interactive flags and execa. Option (c) would require significant changes to how the e2e suite drives the CLI. node-pty is a native addon requiring native compilation — but within the e2e package it is isolated and does not affect production bundles.,none,"There is no substitute that provides a real PTY without a native addon. The e2e test suite's interactive-mode testing (waiting for ink-rendered prompts, sending keystrokes) fundamentally depends on PTY behaviour. Replacing it would require either a maintained fork (like @lydell/node-pty) which is a low-risk swap, or a large-scale redesign of interactive e2e tests. Rated large effort to fully remove; a fork swap to @lydell/node-pty would be small if the API is drop-in."
pathe,cli-kit,yes,55,no,"Keep – high churn, hard to remove",,,large,"pathe is a drop-in replacement for Node's 'path' module that normalises Windows backslashes to forward slashes on all platforms. Replacing it requires auditing every call site in path.ts, fs.ts, system.ts, and all direct consumers (features/*.ts, eslint-plugin-cli) to ensure POSIX-normalisation semantics are preserved. Node's built-in 'node:path/posix' could serve the same role, but all usages would need to be switched and the cwd() function in path.ts would need explicit posix normalisation. The blast radius is large given that cli-kit/path.ts is a foundational module consumed by almost every package in the monorepo.",none,"Replacement effort is large. The package provides a safe cross-platform POSIX-path API used throughout the entire monorepo via cli-kit's path.ts abstraction. The benefit of removing it is low (it is a tiny, stable, zero-dependency library) while the risk of subtle Windows path breakage from switching to raw node:path is high."
react,app; cli-kit; ui-extensions-dev-console; ui-extensions-server-kit; ui-extensions-test-utils,yes,0,no,"Keep – stable, hard to remove",,,large,"React cannot be removed without replacing the entire Ink-based terminal UI layer (cli-kit) and the browser dev console (ui-extensions-dev-console). Ink is built on React; replacing it would require either switching to a different terminal UI framework (e.g. Blessed, Clack) or rewriting all prompts/output components as plain Node.js streams. The browser dev console would need to be rewritten in vanilla JS or a different framework. This touches 100+ source files across 5 packages.",none,"React is a fundamental architectural dependency — it powers both the Ink terminal UI (cli-kit, app) and the browser dev console (ui-extensions-dev-console). Replacing it would be a full rewrite of the UI layer across the monorepo. Not a viable removal candidate."
react-dom,app; ui-extensions-dev-console; ui-extensions-server-kit; ui-extensions-test-utils,yes,13,no,"Keep – high churn, hard to remove",,,large,"react-dom is required by: the dev-console SPA entry point (createRoot), the GraphiQL HTML template generator (renderToStaticMarkup in app), and the Modal component (createPortal). Removing it would require: replacing renderToStaticMarkup with a different HTML-generation approach (e.g. a template literal or a lightweight SSR alternative), replacing the dev-console SPA mount, and inlining portal behaviour. These changes span 3 packages and are tightly coupled to the React architecture. Additionally, @testing-library/react (used in tests across multiple packages) requires react-dom.",none,"react-dom is a required peer of React itself in the browser context and is needed for createRoot (SPA mount), createPortal (Modal), and renderToStaticMarkup (GraphiQL HTML). It is also a transitive requirement of @testing-library/react used widely in tests. Removing it is only viable if React itself is removed from all browser-facing packages, which is classified as large effort."
sass,ui-extensions-dev-console,yes,46,no,"Keep – high churn, hard to remove",,,large,"Would require rewriting all 21 SCSS files to plain CSS or migrating to a CSS-in-JS / CSS Modules without SCSS syntax. The SCSS files use nesting, variables, and modular imports across the component library. This is a large design-system-level refactor.",none,The package is a build-time dependency essential for the SCSS-based component styling in ui-extensions-dev-console. Replacement would require full CSS migration — not worth the effort.
stacktracey,cli-kit,yes,0,no,"Keep – stable, hard to remove",,,medium,"Would need to replicate: (1) parsing Error.stack into structured frames, (2) .withSources() source-map resolution for dev-mode display, (3) .clean() noise-frame filtering, (4) per-frame callee/fileShort/sourceLine accessors. Node.js v12+ has Error.prepareStackTrace but lacks source-map resolution. A combination of `error-stack-parser` (frame parsing) and `source-map` (resolution) could replace it, but the integration work across two distinct use cases (terminal display vs Bugsnag reporting) makes this a medium effort.",none,The source-map resolution and structured frame filtering are non-trivial to replicate. The library is doing meaningful work in both the terminal error display and the Bugsnag stack cleanup pipelines. Medium replacement effort pushes this out of removal candidate territory.
ts-morph,cli-kit,yes,1,no,"Keep – active upstream, hard to remove",,,medium,"Replacing ts-morph would require either (a) using the raw TypeScript compiler API directly (verbose, significant boilerplate) or (b) a different AST manipulation library. The script is non-trivial: it reads TSConfig, navigates the AST, filters functions, reads/removes/adds JSDoc tags, and saves the project. Rewriting with the raw TS compiler API or an alternative like `@ts-morph/bootstrap` would be a medium-sized rewrite of ~90 lines of logic.",none,The replacement effort is medium and the dependency is scoped to a single dev-tooling script. The risk/reward of replacing it does not justify the effort. ts-morph is actively maintained and appropriate for this use case.
